species_old,species,Genus,Family,Order,Jetz_Order,Jetz_Family,Jetz_Genus,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Tail.Length,Mass,ExtinctionType,ExtinctionPeriod,IslandEndemic,Isl_group_map,LAT,LON,Isl_group_map2,LAT2,LON2,Isl_group_map3,LAT3,LON3
Branta rhuax,Branta_rhuax,Branta,Anatidae,Anseriformes,ANSERIFORMES,Anatidae,Branta,57.74,30.7,21.56,18.93,87.74,475.85,220.39,163.05,8600,EP,EP,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Breagyps clarki,Breagyps_clarki,Breagyps,Cathartidae,Cathartiformes,ACCIPITRIFORMES,Cathartidae,Extinct,80.15,43.82,20.82,24.79,105.5,564.4,159.55,304.25,4565.34,EP,EP,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Bubo insularis,Bubo_insularis,Bubo,Strigidae,Strigiformes,STRIGIFORMES,Strigidae,Bubo,43.26,24.71,14.01,22.47,59.84,365.7,110.02,187.81,1111.58,EP,EP,Yes,Corsica and Sardinia ,41.165498,9.082152,NA,NA,NA,NA,NA,NA
Bubo osvaldoi,Bubo_osvaldoi,Bubo,Strigidae,Strigiformes,STRIGIFORMES,Strigidae,Bubo,45.67,25.86,14.84,24.49,62.39,366.4,103.44,213.83,1552.81,EPU,EP,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Bubo sp./Eivissa,Bubo_sp./Eivissa,Bubo,Strigidae,Strigiformes,STRIGIFORMES,Strigidae,Bubo,37.88,21.64,12.47,19.7,52.49,312.53,96.93,171.36,516.25,EP,EP,Yes,Balearic Islands,39.004513,1.454337,NA,NA,NA,NA,NA,NA
Bulweria bifax,Bulweria_bifax,Bulweria,Procellariidae,Procellariiformes,PROCELLARIIFORMES,Procellariidae,Bulweria,32.79,20.49,7.75,8.56,29.41,220.11,155.91,93.2,133.89,EH,EH,Yes,Saint Helena,-15.963769,-5.707724,NA,NA,NA,NA,NA,NA
Burhinus nanus,Burhinus_nanus,Burhinus,Burhinidae,Charadriiformes,CHARADRIIFORMES,Burhinidae,Burhinus,41.49,23.65,8.19,9.81,78.98,241.54,93.11,112,429.72,EP,EP,Yes,"Bahamas, Turks and Caicos",23.358701,-75.150565,NA,NA,NA,NA,NA,NA
Buteo hoffstetteri,Buteo_hoffstetteri,Buteo,Accipitridae,Accipitriformes,ACCIPITRIFORMES,Accipitridae,Buteo,33.46,19.07,11.67,16.28,66.78,309.45,102.51,172.59,646.18,EP,EP,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Buteo quadratus,Buteo_quadratus,Buteo,Accipitridae,Accipitriformes,ACCIPITRIFORMES,Accipitridae,Buteo,35.07,19.88,12.13,16.89,68.84,330.74,121.55,190.77,725.57,EPU,EP,Yes,"Bahamas, Turks and Caicos",23.358701,-75.150565,NA,NA,NA,NA,NA,NA
Buteo sanya,Buteo_sanya,Buteo,Accipitridae,Accipitriformes,ACCIPITRIFORMES,Accipitridae,Buteo,35.51,20.06,12.24,17.06,70.11,335.41,123.88,192.71,759.1,EP,EP,No,continental_Palearctic,57.499934,80.873219,NA,NA,NA,NA,NA,NA
Buteogallus borrasi,Buteogallus_borrasi,Buteogallus,Accipitridae,Accipitriformes,ACCIPITRIFORMES,Accipitridae,Buteogallus,59.37,33.58,16.41,26.5,132.01,495.02,134.75,298.01,2210.82,EPU,EP,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Buteogallus daggetti,Buteogallus_daggetti,Buteogallus,Accipitridae,Accipitriformes,ACCIPITRIFORMES,Accipitridae,Buteogallus,55.47,31.54,15.98,25.41,124.62,454.3,122.39,268.78,1983.68,EP,EP,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Buteogallus fragilis,Buteogallus_fragilis,Buteogallus,Accipitridae,Accipitriformes,ACCIPITRIFORMES,Accipitridae,Buteogallus,46.06,26.63,13.99,21.84,96.43,376.85,111.3,221.03,1306.28,EP,EP,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Buteogallus irpus,Buteogallus_irpus,Buteogallus,Accipitridae,Accipitriformes,ACCIPITRIFORMES,Accipitridae,Buteogallus,54,31.06,16.06,25.73,114.69,440.13,122.93,262.77,2028.09,EPU,EP,Yes,Hispaniola & Puerto Rico,18.622502,-69.234426,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA
Buteogallus milleri,Buteogallus_milleri,Buteogallus,Accipitridae,Accipitriformes,ACCIPITRIFORMES,Accipitridae,Buteogallus,42.88,24.78,13.08,20.13,90.22,352.56,105.41,206.2,1100,EP,EP,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Buteogallus terrestris,Buteogallus_terrestris,Buteogallus,Accipitridae,Accipitriformes,ACCIPITRIFORMES,Accipitridae,Buteogallus,48.26,27.43,14.39,22.46,100.97,392.52,112.84,219.31,1343.34,EP,EP,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Cabalus modestus,Cabalus_modestus,Cabalus,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Extinct,38.25,19.44,3.12,5.08,29.01,84.6,20.7,34.5,93.88,EH,EH,Yes,New Zealand Outlying Islands (East),-47.757303,179.03928,NA,NA,NA,NA,NA,NA
Cacatua sp./NewCaledonia,Cacatua_sp./NewCaledonia,Cacatua,Cacatuidae,Psittaciformes,PSITTACIFORMES,Psittacidae,Cacatua,41.64,31.75,18.66,35.65,25.89,252.89,90.03,142.46,535,EP,EP,Yes,New Caledonia,-21.369993,166.149178,NA,NA,NA,NA,NA,NA
Cacatua sp./NewIreland,Cacatua_sp./NewIreland,Cacatua,Cacatuidae,Psittaciformes,PSITTACIFORMES,Psittacidae,Cacatua,41.14,31.32,18.48,35.24,25.62,250.61,89.31,141.23,485,EP,EP,Yes,Bismarck Archipelago,-5.6367,151.116865,NA,NA,NA,NA,NA,NA
Caloenas canacorum,Caloenas_canacorum,Caloenas,Columbidae,Columbiformes,COLUMBIFORMES,Columbidae,Caloenas,30.34,14.81,5.58,7.89,41.21,235.41,84.16,130.21,559.73,EP,EP,Yes,New Caledonia,-21.369993,166.149178,NA,NA,NA,NA,NA,NA
Caloenas maculata,Caloenas_maculata,Caloenas,Columbidae,Columbiformes,COLUMBIFORMES,Columbidae,Caloenas,20,11.42,4.73,6.57,33,225,77.99,126,366.54,EH,EH,Yes,Society Islands,-17.208191,-151.278983,NA,NA,NA,NA,NA,NA
Camptorhynchus labradorius,Camptorhynchus_labradorius,Camptorhynchus,Anatidae,Anseriformes,ANSERIFORMES,Anatidae,Extinct,47.3,31.23,20.23,15.54,35.25,213,111.85,77.67,948.52,EH,EH,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Capellirallus karamu,Capellirallus_karamu,Capellirallus,Rallidae,Gruiformes,GRUIFORMES,Rallidae,Extinct,33,19.3,4.8,8.46,42.34,129.03,18.57,54.01,240,EP,EP,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Caprimulgus piurensis,Caprimulgus_piurensis,Caprimulgus,Caprimulgidae,Caprimulgiformes,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus,15.36,6.82,4.43,2.77,15.91,153.7,67.51,101.18,47.88,EP,EP,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Caracara creightoni,Caracara_creightoni,Caracara,Falconidae,Falconiformes,FALCONIFORMES,Falconidae,Caracara,43.04,26.79,15.44,22.74,76.03,338.56,119.18,178.32,1059.83,EP,EP,Yes,"Bahamas, Turks and Caicos",23.358701,-75.150565,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA
Caracara latebrosus,Caracara_latebrosus,Caracara,Falconidae,Falconiformes,FALCONIFORMES,Falconidae,Caracara,47.11,29.49,16.25,24.12,78.9,361.42,129.19,206.56,1078.6,EP,EP,Yes,Hispaniola & Puerto Rico,18.622502,-69.234426,NA,NA,NA,NA,NA,NA
Caracara lutosa,Caracara_lutosa,Caracara,Falconidae,Falconiformes,FALCONIFORMES,Falconidae,Caracara,45.27,28.25,14.55,22.5,80.8,400.5,177,235,1238.6,EH,EH,Yes,Windward and Leeward Islands,14.603884,-61.00752,NA,NA,NA,NA,NA,NA
Caracara major,Caracara_major,Caracara,Falconidae,Falconiformes,FALCONIFORMES,Falconidae,Caracara,61.75,38.86,20.77,31.86,101.32,469.32,159.98,269.02,3862,EPU,EP,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Caracara seymouri,Caracara_seymouri,Caracara,Falconidae,Falconiformes,FALCONIFORMES,Falconidae,Caracara,39.91,25.52,14.6,21.29,66.65,307.98,117.87,179.45,959.35,EP,EP,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Caracara sp./BuenosAires,Caracara_sp./BuenosAires,Caracara,Falconidae,Falconiformes,FALCONIFORMES,Falconidae,Caracara,69.15,43.52,23.12,35.94,114.46,525.86,172.38,304.66,4575,EPU,EP,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Caracara sp./Caicos,Caracara_sp./Caicos,Caracara,Falconidae,Falconiformes,FALCONIFORMES,Falconidae,Caracara,45.84,28.67,15.87,23.5,77.11,353.47,126.06,202.55,1078.6,EP,EP,Yes,"Bahamas, Turks and Caicos",23.358701,-75.150565,NA,NA,NA,NA,NA,NA
Caracara sp./GranCayman,Caracara_sp./GranCayman,Caracara,Falconidae,Falconiformes,FALCONIFORMES,Falconidae,Caracara,48.59,30.24,16.71,24.85,81.27,371.53,132.33,214.73,1391.67,EP,EP,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Caracara tellustris,Caracara_tellustris,Caracara,Falconidae,Falconiformes,FALCONIFORMES,Falconidae,Caracara,64.54,40.55,21.52,33.03,106.83,492.38,165.57,282.05,3700,EP,EP,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Carpodacus ferreorostris,Carpodacus_ferreorostris,Carpodacus,Fringillidae,Passeriformes,PASSERIFORMES,Fringillidae,Carpodacus,32.95,21.92,15.15,24.42,30.32,109,24.93,73,102.13,EH,EH,Yes,Bonin Islands,26.903392,142.180721,NA,NA,NA,NA,NA,NA
Casuarius lydekkeri,Casuarius_lydekkeri,Casuarius,Casuariidae,Struthioniformes,CASUARIIFORMES,Casuariidae,Casuarius,68.88,20.53,12.85,15.24,244.34,185.99,0.25,245.53,17600,EP,EP,No,continental_Australasia,-24.306003,133.573578,NA,NA,NA,NA,NA,NA
Cathartes_emsliei,Cathartes_emsliei,Cathartes,Cathartidae,Cathartiformes,ACCIPITRIFORMES,Cathartidae,Extinct,47.06,24.85,12.97,14.63,61.47,392.25,111.98,220.07,1130.67,EP,EP,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Cathartornis gracilis,Cathartornis_gracilis,Cathartornis,Teratornithidae,Cathartiformes,ACCIPITRIFORMES,Extinct,Extinct,101.65,59.55,25.21,32.89,123,665.54,169.92,410.74,8890.14,EP,EP,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Centropus colossus,Centropus_colossus,Centropus,Cuculidae,Cuculiformes,CUCULIFORMES,Cuculidae,Centropus,44.6,26.56,10.6,17.19,53.33,209.27,22.94,267.03,308.13,EP,EP,No,continental_Australasia,-24.306003,133.573578,NA,NA,NA,NA,NA,NA
Centrornis majori,Centrornis_majori,Centrornis,Anatidae,Anseriformes,ANSERIFORMES,Anatidae,Extinct,72.3,42.72,24.2,22.11,73.35,401.73,136.71,152.88,3473.46,EP,EP,Yes,Madagascar,-18.745556,46.914274,NA,NA,NA,NA,NA,NA
Cettia sp./Eua,Cettia_sp./Eua,Cettia,Scotocercidae,Passeriformes,PASSERIFORMES,Sylviidae,Cettia,15.37,8.14,3.17,3.32,22.97,59.19,7.32,52.59,12.7,EP,EP,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Chaetoptila angustipluma,Chaetoptila_angustipluma,Chaetoptila,Mohoidae,Passeriformes,PASSERIFORMES,Extinct,Extinct,32.46,19.92,7.5,6.15,37.1,113.5,21.61,155.5,55,EH,EH,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Chaetoptila sp./Maui,Chaetoptila_sp./Maui,Chaetoptila,Mohoidae,Passeriformes,PASSERIFORMES,Extinct,Extinct,32.59,20.07,6.83,6.84,35.36,120.62,22.56,131.11,97,EP,EP,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Chelychelynechen quassus,Chelychelynechen_quassus,Chelychelynechen,Anatidae,Anseriformes,ANSERIFORMES,Anatidae,Extinct,35.48,21.95,13.42,11.1,35.31,181.58,69.02,78.15,608.33,EP,EP,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Chendytes lawi,Chendytes_lawi,Chendytes,Anatidae,Anseriformes,ANSERIFORMES,Anatidae,Extinct,54.88,33.96,19.8,17.44,52.83,282.74,115.87,106.94,3166,EP,EP,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Chenonetta finschi,Chenonetta_finschi,Chenonetta,Anatidae,Anseriformes,ANSERIFORMES,Anatidae,Chenonetta,34.16,17.53,12.37,10.61,49.14,280.6,106.25,102.08,800,EH,EH,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Chloridops kona,Chloridops_kona,Chloridops,Fringillidae,Passeriformes,PASSERIFORMES,Fringillidae,Extinct,22.38,15.22,11.68,18.05,21.9,85.33,22.45,53.83,59.94,EH,EH,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Chloridops regiskongi,Chloridops_regiskongi,Chloridops,Fringillidae,Passeriformes,PASSERIFORMES,Fringillidae,Extinct,26.07,18.17,10.89,14.65,25.67,102.43,23.6,66.47,65.39,EP,EP,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Chloridops sp./Kauai,Chloridops_sp./Kauai,Chloridops,Fringillidae,Passeriformes,PASSERIFORMES,Fringillidae,Extinct,22.82,15.86,9.98,13.37,23.56,93.26,21.96,60.69,53.36,EP,EP,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Chloridops sp./Maui,Chloridops_sp./Maui,Chloridops,Fringillidae,Passeriformes,PASSERIFORMES,Fringillidae,Extinct,21.59,14.98,9.66,12.9,22.73,90.35,21.58,58.86,49.45,EP,EP,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Chloridops wahi,Chloridops_wahi,Chloridops,Fringillidae,Passeriformes,PASSERIFORMES,Fringillidae,Extinct,21.59,14.87,9.56,12.83,22.82,90.3,21.5,58.97,49,EP,EP,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Carduelis aurelioi,Chloris_aurelioi,Chloris,Fringillidae,Passeriformes,PASSERIFORMES,Fringillidae,Carduelis,14.92,9.86,5.19,6.37,17.47,78.14,22.98,57.08,18.38,EP,EP,Yes,Canary Islands,28.004018,-15.596451,NA,NA,NA,NA,NA,NA
Carduelis triasi,Chloris_triasi,Chloris,Fringillidae,Passeriformes,PASSERIFORMES,Fringillidae,Carduelis,13.87,9.25,4.99,6.08,15.81,71.23,22.24,55,17.39,EP,EP,Yes,Canary Islands,28.004018,-15.596451,NA,NA,NA,NA,NA,NA
Chlorostilbon bracei,Chlorostilbon_bracei,Chlorostilbon,Trochilidae,Caprimulgiformes,APODIFORMES,Trochilidae,Chlorostilbon,15.66,11.52,1.51,1.51,3.63,37.76,24.6,27.49,2.29,EH,EH,Yes,"Bahamas, Turks and Caicos",23.358701,-75.150565,NA,NA,NA,NA,NA,NA
Chroicocephalus utunui,Chroicocephalus_utunui,Chroicocephalus,Laridae,Charadriiformes,CHARADRIIFORMES,Laridae,Larus,49.51,30.88,6.62,10.93,34.28,286.77,181.22,114.65,330.88,EP,EP,Yes,Society Islands,-17.208191,-151.278983,NA,NA,NA,NA,NA,NA
Cichlocolaptes mazarbarnetti,Cichlocolaptes_mazarbarnetti,Cichlocolaptes,Furnariidae,Passeriformes,PASSERIFORMES,Furnariidae,Cichlocolaptes,27.44,18.12,5,6.8,22.9,96.5,16.71,82,48,EH,EH,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Ciconia lydekkeri,Ciconia_lydekkeri,Ciconia,Ciconiidae,Ciconiiformes,CICONIIFORMES,Ciconiidae,Ciconia,171.62,132.49,20.81,30.49,183.32,503.5,193.98,205.16,2490.7,EP,EP,No,continental_Neotropical,-12.193695,-58.142315,continental_Nearctic,49.060652,-103.045295,NA,NA,NA
Ciconia sp./Cuba,Ciconia_sp./Cuba,Ciconia,Ciconiidae,Ciconiiformes,CICONIIFORMES,Ciconiidae,Ciconia,166.08,127.95,20.15,29.37,177.45,487.38,190.21,198.29,2263.4,EPU,EP,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Circus dossenus,Circus_dossenus,Circus,Accipitridae,Accipitriformes,ACCIPITRIFORMES,Accipitridae,Circus,30.71,17.28,10.08,14.24,70.26,369.17,198.69,155.16,419.37,EP,EP,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Circus teauteensis,Circus_teauteensis,Circus,Accipitridae,Accipitriformes,ACCIPITRIFORMES,Accipitridae,Circus,54.51,30.76,16.9,24.91,114.72,585.97,253.86,345.79,2750,EP,EP,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Ciridops anna,Ciridops_anna,Ciridops,Fringillidae,Passeriformes,PASSERIFORMES,Fringillidae,Extinct,14.1,7.7,4.2,4.7,19,72.8,17.4,42.5,25.71,EH,EH,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Ciridops tenax,Ciridops_tenax,Ciridops,Fringillidae,Passeriformes,PASSERIFORMES,Fringillidae,Extinct,12.18,7.65,4.13,4.76,18.18,63.26,17.07,42.27,19.25,EP,EP,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Cistothorus brevis,Cistothorus_brevis,Cistothorus,Troglodytidae,Passeriformes,PASSERIFORMES,Troglodytidae,Cistothorus,14.55,8.63,2.61,3.12,18.82,51.26,7.36,39.92,11.32,EP,EP,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Cnemiornis calcitrans,Cnemiornis_calcitrans,Cnemiornis,Anatidae,Anseriformes,ANSERIFORMES,Anatidae,Extinct,83.8,49.28,26.71,24.62,90.33,448.19,142,179.5,5077.57,EP,EP,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Cnemiornis gracillis,Cnemiornis_gracillis,Cnemiornis,Anatidae,Anseriformes,ANSERIFORMES,Anatidae,Extinct,84.92,49.53,26.44,24.27,95.27,457.42,143.21,179.1,4869.22,EP,EP,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Coenocorypha barrierensis,Coenocorypha_barrierensis,Coenocorypha,Scolopacidae,Charadriiformes,CHARADRIIFORMES,Scolopacidae,Coenocorypha,51.2,44.6,4.2,7.5,21.3,103,36.59,32,105,EH,EH,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Coenocorypha chathamica,Coenocorypha_chathamica,Coenocorypha,Scolopacidae,Charadriiformes,CHARADRIIFORMES,Scolopacidae,Coenocorypha,61.12,45.01,4.92,7.82,28.12,117.72,38.49,44.26,141.41,EP,EP,Yes,New Zealand Outlying Islands (East),-47.757303,179.03928,NA,NA,NA,NA,NA,NA
Coenocorypha iredalei,Coenocorypha_iredalei,Coenocorypha,Scolopacidae,Charadriiformes,CHARADRIIFORMES,Scolopacidae,Coenocorypha,55.5,45.4,5.07,7.5,22.5,101.55,34.1,37.1,105,EH,EH,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Coenocorypha miratropica,Coenocorypha_miratropica,Coenocorypha,Scolopacidae,Charadriiformes,CHARADRIIFORMES,Scolopacidae,Coenocorypha,56.1,40.91,4.74,7.54,27.12,113.48,38.91,43.67,136.07,EP,EP,Yes,Fiji Islands,-17.839196,179.456641,NA,NA,NA,NA,NA,NA
Coenocorypha neocaledonica,Coenocorypha_neocaledonica,Coenocorypha,Scolopacidae,Charadriiformes,CHARADRIIFORMES,Scolopacidae,Coenocorypha,53.29,38.89,4.62,7.58,27.21,112.43,39.37,44.03,136.3,EP,EP,Yes,New Caledonia,-21.369993,166.149178,NA,NA,NA,NA,NA,NA
Coenocorypha sp./Norfolk,Coenocorypha_sp./Norfolk,Coenocorypha,Scolopacidae,Charadriiformes,CHARADRIIFORMES,Scolopacidae,Coenocorypha,51.61,37.85,4.39,6.95,25.09,104.26,34.88,39.3,97.5,EP,EP,Yes,Norfolk Island,-29.037746,167.958311,NA,NA,NA,NA,NA,NA
Colaptes oceanicus,Colaptes_oceanicus,Colaptes,Picidae,Piciformes,PICIFORMES,Picidae,Colaptes,34.51,23.71,9.09,9.39,24.79,111.38,26.62,91.51,200.13,EH,EH,Yes,Bermuda,32.312663,-64.741509,NA,NA,NA,NA,NA,NA
Columba jouyi,Columba_jouyi,Columba,Columbidae,Columbiformes,COLUMBIFORMES,Columbidae,Columba,35.08,16.92,6.78,6.68,37.17,250.52,89.42,157.45,546.93,EH,EH,Yes,Ryukyu Islands,27.249329,128.66157,NA,NA,NA,NA,NA,NA
Columba thiriouxi,Columba_thiriouxi,Columba,Columbidae,Columbiformes,COLUMBIFORMES,Columbidae,Columba,23.07,11.13,4.4,5.22,26.55,191.6,73.49,122.06,272.83,EH,EH,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Columba versicolor,Columba_versicolor,Columba,Columbidae,Columbiformes,COLUMBIFORMES,Columbidae,Columba,36.66,13.23,4.54,6.81,37.51,261,84.34,184,494.6,EH,EH,Yes,Bonin Islands,26.903392,142.180721,NA,NA,NA,NA,NA,NA
Columbidae sp./Buka1,Columbidae_sp./Buka1,Columbidae sp.,Columbidae,Columbiformes,COLUMBIFORMES,Columbidae,NA,22.84,11.16,4.35,5.29,28.89,165.5,48.02,111.02,196,EP,EP,Yes,Solomons Islands,-9.297116,160.4441,NA,NA,NA,NA,NA,NA
Columbidae sp./Buka2,Columbidae_sp./Buka2,Columbidae sp.,Columbidae,Columbiformes,COLUMBIFORMES,Columbidae,NA,22.94,11.2,4.36,5.31,29.11,166.26,47.96,111.96,196,EP,EP,Yes,Solomons Islands,-9.297116,160.4441,NA,NA,NA,NA,NA,NA
Conuropsis carolinensis,Conuropsis_carolinensis,Conuropsis,Psittacidae,Psittaciformes,PSITTACIFORMES,Psittacidae,Extinct,27.87,23.26,14.88,27.81,18.06,182.75,77.64,149.25,191.63,EH,EH,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Corvus antipodum,Corvus_antipodum,Corvus,Corvidae,Passeriformes,PASSERIFORMES,Corvidae,Corvus,63,44.18,17.4,22.47,63.09,321.28,107.52,210.96,950,EP,EP,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Corvus fangshannus,Corvus_fangshannus,Corvus,Corvidae,Passeriformes,PASSERIFORMES,Corvidae,Corvus,53.17,36.26,14.66,18.58,54.21,279.29,99.05,168.81,423.63,EP,EP,No,continental_Palearctic,57.499934,80.873219,NA,NA,NA,NA,NA,NA
Corvus hawaiiensis,Corvus_hawaiiensis,Corvus,Corvidae,Passeriformes,PASSERIFORMES,Corvidae,Corvus,59.3,38.3,18.8,24.7,66.6,315.4,96.4,195.3,518.8,EW,EW,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Corvus impluviatus,Corvus_impluviatus,Corvus,Corvidae,Passeriformes,PASSERIFORMES,Corvidae,Corvus,54.07,35.36,14.12,18.65,62.53,277.05,80.77,196.15,609.14,EP,EP,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Corvus moriorum,Corvus_moriorum,Corvus,Corvidae,Passeriformes,PASSERIFORMES,Corvidae,Corvus,52.93,36.14,14.6,18.51,54.05,278.2,98.89,168.27,418.2,EP,EP,Yes,New Zealand Outlying Islands (East),-47.757303,179.03928,NA,NA,NA,NA,NA,NA
Corvus neomexicanus,Corvus_neomexicanus,Corvus,Corvidae,Passeriformes,PASSERIFORMES,Corvidae,Corvus,54.91,37.35,15.08,19.19,56.31,288.21,101.54,181.04,471.41,EP,EP,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Corvus pumilis,Corvus_pumilis,Corvus,Corvidae,Passeriformes,PASSERIFORMES,Corvidae,Corvus,50.35,34.74,13.98,17.64,51.3,264.42,93.03,160.01,373.18,EP,EP,Yes,Hispaniola & Puerto Rico,18.622502,-69.234426,NA,NA,NA,NA,NA,NA
Corvus sp./NewIreland,Corvus_sp./NewIreland,Corvus,Corvidae,Passeriformes,PASSERIFORMES,Corvidae,Corvus,56.48,38.65,15.48,19.78,57.29,296.98,104.47,179.36,558.8,EP,EP,Yes,Bismarck Archipelago,-5.6367,151.116865,NA,NA,NA,NA,NA,NA
Corvus viriosus,Corvus_viriosus,Corvus,Corvidae,Passeriformes,PASSERIFORMES,Corvidae,Corvus,54.22,36.71,14.72,18.94,58.63,274.48,88.04,187.93,521.24,EP,EP,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Coturnix alabrevis,Coturnix_alabrevis,Coturnix,Phasianidae,Galliformes,GALLIFORMES,Phasianidae,Coturnix,15.74,7.78,4.82,5.87,26.97,110.48,29.68,44.08,140.84,EP,EP,Yes,Madeira,32.764014,-16.932176,NA,NA,NA,NA,NA,NA
Coturnix centensis,Coturnix_centensis,Coturnix,Phasianidae,Galliformes,GALLIFORMES,Phasianidae,Coturnix,15.76,7.81,4.87,5.84,26.43,113.06,31.33,43.7,134.23,EP,EP,Yes,Cape Verde,15.036942,-23.653463,NA,NA,NA,NA,NA,NA
Coturnix gomerae,Coturnix_gomerae,Coturnix,Phasianidae,Galliformes,GALLIFORMES,Phasianidae,Coturnix,16.71,8.25,5.08,6.09,27.86,119.81,34.03,46.65,149.05,EP,EP,Yes,Canary Islands,28.004018,-15.596451,NA,NA,NA,NA,NA,NA
Coturnix lignorum,Coturnix_lignorum,Coturnix,Phasianidae,Galliformes,GALLIFORMES,Phasianidae,Coturnix,17.5,8.57,5.25,6.49,30.48,123.79,30.92,49.63,182.3,EP,EP,Yes,Madeira,32.764014,-16.932176,NA,NA,NA,NA,NA,NA
Coturnix novaezelandiae,Coturnix_novaezelandiae,Coturnix,Phasianidae,Galliformes,GALLIFORMES,Phasianidae,Coturnix,12.66,7.14,5.97,5.9,26.02,105.5,24.62,37.5,210,EH,EH,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
